,Title,Year,fandom,Media
5346,YAKUSOKU NO NEVERLAND: TOKUBETSU BANGAI-HEN - HAJIMARI NO ISSHI (THE PROMISED NEVERLAND: SPECIAL SIDE STORY - THE FIRST SHOT),2020,Promised Neverland,Manga
6842,YAKUSOKU NO NEVERLAND: TOKUBETSU BANGAI-HEN - JIJYUU NO SORA WO MOTOMETE (THE PROMISED NEVERLAND: SPECIAL SIDE STORY - SEEKING THE SKY OF FREEDOM),2020,Promised Neverland,Manga
3983,PROJECT SEKAI COLORFUL STAGE! FEAT. HATSUNE MIKU: COMIC ANTHOLOGY,2021,Proseka,Manga
654,D.GRAY-MAN: REVERSE,2005,R99,Manga
1135,TEGAMIBACHI REVERSETEGAMI BACHI: LETTER BEE REVERSE,2010,R99,Anime
7424,I FELL INTO A REVERSE HAREM GAME!,2020,R99,Manga
7893,RAGNAROK,1995,Ragnarok,Manga
4619,MATANTEI LOKI RAGNAROK (THE MYTHICAL DETECTIVE LOKI RAGNAROK),2002,Ragnarok,Manga
2876,MATANTEI LOKI RAGNAROKMYTHICAL DETECTIVE LOKI RAGNAROK,2003,Ragnarok,Anime
9307,MATANTEI LOKI RAGNAROK: SHINSEKAI NO KAMIGAMI,2011,Ragnarok,Manga
599,SHUUMATSU NO WALKÜRE (RECORD OF RAGNAROK),2017,Ragnarok,Manga
4055,SHUUMATSU NO WALKÜRE KITAN: JACK THE RIPPER NO JIKENBO (RECORD OF RAGNAROK: JACK THE RIPPER CASE FILES),2022,Ragnarok,Manga
329,TOARU MAJUTSU NO INDEX GAIDEN: TOARU KAGAKU NO RAILGUN (A CERTAIN SCIENTIFIC RAILGUN),2007,Railgun,Manga
1279,TOARU KAGAKU NO RAILGUNA CERTAIN SCIENTIFIC RAILGUN,2009,Railgun,Anime
1842,TOARU KAGAKU NO RAILGUN SS2 (A CERTAIN SCIENTIFIC RAILGUN SS2),2011,Railgun,Manga
596,TOARU KAGAKU NO RAILGUN SA CERTAIN SCIENTIFIC RAILGUN S,2013,Railgun,Anime
1139,TOARU KAGAKU NO RAILGUN GAIDEN: ASTRAL BUDDY (A CERTAIN SCIENTIFIC RAILGUN: ASTRAL BUDDY),2017,Railgun,Manga
400,TOARU KAGAKU NO RAILGUN TA CERTAIN SCIENTIFIC RAILGUN T,2020,Railgun,Anime
34,RE:ZERO KARA HAJIMERU ISEKAI SEIKATSU (RE:ZERO -STARTING LIFE IN ANOTHER WORLD-),2014,Re:Zero,Manga
686,"RE:ZERO KARA HAJIMERU ISEKAI SEIKATSU: DAI-2 SHOU - YASHIKI NO ISSHUUKAN-HEN (RE:ZERO -STARTING LIFE IN ANOTHER WORLD-, CHAPTER 2: A WEEK AT THE MANSION)",2014,Re:Zero,Manga
1564,RE:ZERO KARA HAJIMERU ISEKAI SEIKATSU: DAI-1 SHOU - OUTO NO ICHINICHI-HEN (RE:ZERO -STARTING LIFE IN ANOTHER WORLD- CHAPTER 1: A DAY IN THE CAPITAL),2014,Re:Zero,Manga
1894,RE:ZERO KARA HAJIMERU ISEKAI SEIKATSU TANPENSHUU,2014,Re:Zero,Manga
217,RE:ZERO KARA HAJIMERU ISEKAI SEIKATSU EX (RE:ZERO -STARTING LIFE IN ANOTHER WORLD- EX),2015,Re:Zero,Manga
559,"RE:ZERO KARA HAJIMERU ISEKAI SEIKATSU: DAI-3 SHOU - TRUTH OF ZERO (RE:ZERO -STARTING LIFE IN ANOTHER WORLD-, CHAPTER 3: TRUTH OF ZERO)",2015,Re:Zero,Manga
320,RE:ZERO KARA HAJIMERU ISEKAI SEIKATSURE:ZERO -STARTING LIFE IN ANOTHER WORLD-,2016,Re:Zero,Anime
8446,RE:ZERO KARA HAJIMERU ISEKAI SEIKATSU: KOUSHIKI ANTHOLOGY COMIC (RE: LIFE IN A DIFFERENT WORLD FROM ZERO: OFFICIAL ANTHOLOGY COMIC),2016,Re:Zero,Manga
4116,KENKI RENKA: RE:ZERO KARA HAJIMERU ISEKAI SEIKATSU†SHINMEITAN,2018,Re:Zero,Manga
463,"RE:ZERO KARA HAJIMERU ISEKAI SEIKATSU: DAI-4 SHOU - SEIIKI TO GOUYOKU NO MAJO (RE:ZERO -STARTING LIFE IN ANOTHER WORLD-, CHAPTER 4: THE SANCTUARY AND THE WITCH OF GREED)",2019,Re:Zero,Manga
220,RE:ZERO KARA HAJIMERU ISEKAI SEIKATSU 2ND SEASONRE:ZERO -STARTING LIFE IN ANOTHER WORLD- SEASON 2,2020,Re:Zero,Anime
3576,"RE:ZERO KARA HAJIMERU ISEKAI SEIKATSU: HYOUKETSU NO KIZUNA (RE:ZERO -STARTING LIFE IN ANOTHER WORLD-, THE FROZEN BOND)",2020,Re:Zero,Manga
155,RE:ZERO KARA HAJIMERU ISEKAI SEIKATSU 2ND SEASON PART 2RE:ZERO -STARTING LIFE IN ANOTHER WORLD- SEASON 2 PART 2,2021,Re:Zero,Anime
599,SHUUMATSU NO WALKÜRE (RECORD OF RAGNAROK),2017,Record of Ragnarok,Manga
4055,SHUUMATSU NO WALKÜRE KITAN: JACK THE RIPPER NO JIKENBO (RECORD OF RAGNAROK: JACK THE RIPPER CASE FILES),2022,Record of Ragnarok,Manga
6484,BIOHAZARD: MARHAWA DESIRE (RESIDENT EVIL: MARHAWA DESIRE),2012,Resident Evil,Manga
1259,SHOUJO☆KAGEKI REVUE STARLIGHTREVUE STARLIGHT,2018,Revue Starlight,Anime
2304,SHOUJO☆KAGEKI REVUE STARLIGHT: OVERTURE,2018,Revue Starlight,Manga
7260,BUTAI SHOUJO☆KAGEKI REVUE STARLIGHT: THE LIVE - SHOW MUST GO ON,2018,Revue Starlight,Manga
7987,BUTAI SHOUJO☆KAGEKI REVUE STARLIGHT: THE LIVE #2 - TRANSITION,2019,Revue Starlight,Manga
1249,ROZEN MAIDEN,2002,Rozen Maiden,Manga
2123,ROZEN MAIDEN,2004,Rozen Maiden,Anime
1378,ROZEN MAIDEN: TRÄUMEND,2005,Rozen Maiden,Anime
788,ROZEN MAIDEN (2008),2008,Rozen Maiden,Manga
2506,ROZEN MAIDEN (2013)ROZEN MAIDEN: ZURÜCKSPULEN,2013,Rozen Maiden,Anime
6621,ROZEN MAIDEN 0,2016,Rozen Maiden,Manga
103,RUROUNI KENSHIN: MEIJI KENKAKU ROMANTAN (RUROUNI KENSHIN: MEIJI SWORDSMAN ROMANTIC STORY),1994,Rurouni Kenshin,Manga
263,RUROUNI KENSHIN: MEIJI KENKAKU ROMANTANRUROUNI KENSHIN,1996,Rurouni Kenshin,Anime
2273,RUROUNI KENSHIN: YAHIKO'S BATTLE,1997,Rurouni Kenshin,Manga
2797,RUROUNI KENSHIN: YAHIKO NO SAKABATOU,1999,Rurouni Kenshin,Manga
5853,RUROUNI KENSHIN: TOKUHITSUBAN (RUROUNI KENSHIN: RESTORATION),2012,Rurouni Kenshin,Manga
3718,RUROUNI KENSHIN URAMAKU: HONOO WO SUBERU,2014,Rurouni Kenshin,Manga
6276,RUROUNI KENSHIN: MEIJI KENKAKU ROMANTAN - HOKKAIDO-HEN (RUROUNI KENSHIN: HOKKAIDO ARC),2016,Rurouni Kenshin,Manga
1379,RUROUNI KENSHIN: MEIJI KENKAKU ROMANTAN (2023),2023,Rurouni Kenshin,Anime
4078,RUROUNI KENSHIN: VOYAGE TO THE MOON WORLD,6,Rurouni Kenshin,Manga
3267,RUROUNI KENSHIN: HARU NI SAKURA,9,Rurouni Kenshin,Manga
684,SSS-CLASS REVIVAL HUNTER,2020,S-Class,Manga
5326,MY S-CLASS HUNTERS,2021,S-Class,Manga
1427,THE PERKS OF BEING AN S-CLASS HEROINE,2022,S-Class,Manga
5326,MY S-CLASS HUNTERS,2021,S-class,Manga
8752,6-KOMA MANGA: AOBUTA,2018,SBY,Manga
7728,SEVENTEEN SYRUPS,2021,SEVENTEEN,Manga
4812,SK8R'S,2013,SK8,Manga
580,SK∞SK8 THE INFINITY,2021,SK8,Anime
3192,MEGAMI IBUNROKU: PERSONA,1996,SMT,Manga
3537,SHIN MEGAMI TENSEI DEVIL CHILDREN,2000,SMT,Anime
9001,SHIN MEGAMI TENSEI DEVIL CHILDREN,2001,SMT,Manga
6404,PERSONA: TSUMI TO BATSU,2001,SMT,Manga
3443,SHIN MEGAMI TENSEI DEVIL CHILDREN: LIGHT & DARK,2002,SMT,Anime
7543,PERSONA 3: COMIC ANTHOLOGY - MEMENTO MORI,2006,SMT,Manga
1433,PERSONA 3,2007,SMT,Manga
1256,PERSONA 4,2008,SMT,Manga
1773,PERSONA 4 THE ANIMATION,2011,SMT,Anime
5097,PERSONA 4 THE MAGICIAN,2011,SMT,Manga
9176,PERSONA 2: INNOCENT SIN COMIC ANTHOLOGY,2011,SMT,Manga
7481,PERSONA 4: THE ULTIMATE IN MAYONAKA ARENA (PERSONA 4 ARENA),2012,SMT,Manga
4820,PERSONA 4: THE ULTIMAX ULTRA SUPLEX HOLD (PERSONA 4 ARENA ULTIMAX),2015,SMT,Manga
5925,PERSONA Q: SHADOW OF THE LABYRINTH - SIDE:P4 (PERSONA Q SHADOW OF THE LABYRINTH SIDE: P4),2015,SMT,Manga
3633,PERSONA 5,2016,SMT,Manga
1264,PERSONA 5: MEMENTOS MISSION,2018,SMT,Manga
9384,PERSONALIZED PRINCESS,lable,SMT,Manga
3699,HANAOTOKO,1992,SNK,Manga
7194,KIJUUSHIN SEIKI ZOIDS (ZOIDS: CHAOTIC CENTURY),1999,SNK,Manga
111,SHINGEKI NO KYOJIN (ATTACK ON TITAN),2009,SNK,Manga
2036,SHINGEKI NO KYOJIN: BEFORE THE FALL (ATTACK ON TITAN: BEFORE THE FALL),2011,SNK,Manga
7880,SHINGEKI! KYOJIN CHUUGAKKOU (ATTACK ON TITAN: JUNIOR HIGH),2012,SNK,Manga
110,SHINGEKI NO KYOJINATTACK ON TITAN,2013,SNK,Anime
465,SHINGEKI NO KYOJIN: KUINAKI SENTAKU (ATTACK ON TITAN: NO REGRETS),2013,SNK,Manga
2929,SHINGEKI NO KYOJIN: KUINAKI SENTAKU - FULL COLOR KANZENBAN (ATTACK ON TITAN: NO REGRETS - COMPLETE COLOR EDITION),2013,SNK,Manga
1246,SHINGEKI NO KYOJIN: LOST GIRLS (ATTACK ON TITAN: LOST GIRLS),2014,SNK,Manga
4813,SHINGEKI NO KYOJIN: KAKUZETSU TOSHI NO JOOU (ATTACK ON TITAN: THE HARSH MISTRESS OF THE CITY),2014,SNK,Manga
3137,SHINGEKI! KYOJIN CHUUGAKKOUATTACK ON TITAN: JUNIOR HIGH,2015,SNK,Anime
3116,"SAOTOME SENSHU, HITAKAKUSU",2016,SNK,Manga
125,SHINGEKI NO KYOJIN SEASON 2ATTACK ON TITAN SEASON 2,2017,SNK,Anime
81,SHINGEKI NO KYOJIN SEASON 3ATTACK ON TITAN SEASON 3,2018,SNK,Anime
4,SHINGEKI NO KYOJIN SEASON 3 PART 2ATTACK ON TITAN SEASON 3 PART 2,2019,SNK,Anime
35,SHINGEKI NO KYOJIN: THE FINAL SEASONATTACK ON TITAN: FINAL SEASON,2021,SNK,Anime
7622,YAOTOME X 2,2022,SNK,Manga
40,SHINGEKI NO KYOJIN: THE FINAL SEASON PART 2ATTACK ON TITAN: FINAL SEASON PART 2,2022,SNK,Anime
4138,CHOUNOURYOKUSHA SAIKI KUSUO NO Ψ-NAN 0,2011,Saiki K,Manga
304,SAIKI KUSUO NO Ψ-NAN,2012,Saiki K,Manga
172,SAIKI KUSUO NO Ψ-NANTHE DISASTROUS LIFE OF SAIKI K.,2016,Saiki K,Anime
166,SAIKI KUSUO NO Ψ-NAN 2THE DISASTROUS LIFE OF SAIKI K. 2,2018,Saiki K,Anime
421,BISHOUJO SENSHI  (SAILOR MOON),1991,Sailor Moon,Manga
1115,BISHOUJO SENSHI SAILOR MOONSAILOR MOON,1992,Sailor Moon,Anime
1125,BISHOUJO SENSHI SAILOR MOON RSAILOR MOON R,1993,Sailor Moon,Anime
742,BISHOUJO SENSHI SAILOR MOON SSAILOR MOON S,1994,Sailor Moon,Anime
1340,BISHOUJO SENSHI SAILOR MOON SUPERSSAILOR MOON SUPERS,1995,Sailor Moon,Anime
679,BISHOUJO SENSHI SAILOR MOON: SAILOR STARSSAILOR MOON SAILOR STARS,1996,Sailor Moon,Anime
1046,BISHOUJO SENSHI SAILOR MOON CRYSTAL SEASON IIIPRETTY GUARDIAN SAILOR MOON CRYSTAL SEASON III,2016,Sailor Moon,Anime
2625,SAINT SEIYA (KNIGHTS OF THE ZODIAC),1985,Saint Seiya,Manga
1070,SAINT SEIYASAINT SEIYA: KNIGHTS OF THE ZODIAC,1986,Saint Seiya,Anime
5025,SAINT SEIYA EPISODE G,2002,Saint Seiya,Manga
6800,SAINT SEIYA: GIGANTOMACHIA,2002,Saint Seiya,Manga
337,SAINT SEIYA: THE LOST CANVAS - MEIOU SHINWA,2006,Saint Seiya,Manga
7351,SAINT SEIYA: NEXT DIMENSION - MEIOU SHINWA,2006,Saint Seiya,Manga
728,SAINT SEIYA: THE LOST CANVAS - MEIOU SHINWA GAIDEN,2011,Saint Seiya,Manga
6332,SAINT SEIYA: SAINTIA SHOU,2013,Saint Seiya,Manga
7480,SAINT SEIYA EPISODE G: ASSASSIN,2014,Saint Seiya,Manga
669,SAKAMOTO DAYS,2020,Sakamoto Days,Manga
121,SASAKI TO MIYANO (SASAKI AND MIYANO),2016,Sasaki to Miyano,Manga
321,SASAKI TO MIYANOSASAKI AND MIYANO,2022,Sasaki to Miyano,Anime
2654,SASAKI TO MIYANO: KOUSHIKI ANTHOLOGY COMIC (SASAKI AND MIYANO OFFICIAL COMIC ANTHOLOGY),2022,Sasaki to Miyano,Manga
9335,YUME NO KASEKI (DREAM FOSSIL: THE COMPLETE STORIES OF SATOSHI KON),,Satoshi Kon,Manga
1164,SEWAYAKI KITSUNE NO SENKO-SAN,2017,Senko-san,Manga
2528,SEWAYAKI KITSUNE NO SENKO-SANTHE HELPFUL FOX SENKO-SAN,2019,Senko-san,Anime
490,SERIAL EXPERIMENTS LAIN,1998,Serial Experiments Lain,Anime
3100,SERIAL EXPERIMENTS LAIN: THE NIGHTMARE OF FABRICATION,9,Serial Experiments Lain,Manga
1362,SHAMAN KING,1998,Shaman King,Manga
1074,SHAMAN KING,2001,Shaman King,Anime
622,SHAMAN KING KANZENBAN,2008,Shaman King,Manga
3017,SHAMAN KING ZERO (SHAMAN KING: ZERO),2011,Shaman King,Manga
7787,SHAMAN KING: FLOWERS,2012,Shaman King,Manga
6455,SHAMAN KING: RED CRIMSON,2018,Shaman King,Manga
